machine_id,n_points,duration_s,duration_days,avg_interval_s,cpu_mean,cpu_std,cpu_cv,cpu_p5,cpu_p25,cpu_p50,cpu_p75,cpu_p95,cpu_p99,mem_mean,mem_std,net_in_mean,net_out_mean,disk_mean,mkpi_mean,pct_idle,pct_low,pct_mid,pct_high,burstiness,spike_count,trend_per_hour,max_gap_hours,n_long_gaps,profile
m_2063,60988,691180,8.0,102,38.32,16.98,0.443,19,26,35,46,71,96,91.86,3.21,36.02,26.27,6.28,0.46,0.0,34.4,60.3,5.2,2.03,70,0.0825,7.4,41,stable_mid
m_2064,63055,689110,7.98,98,37.23,12.96,0.348,21,27,35,45,61,79,92.12,2.92,39.6,30.03,7.37,0.49,0.0,32.2,65.8,2.0,1.74,35,0.0251,5.6,44,stable_mid
m_2065,62854,684290,7.92,98,36.89,14.01,0.38,19,27,35,44,61,89,89.83,4.69,43.43,31.67,6.83,0.33,0.0,33.3,63.7,3.0,1.74,7,0.0481,5.7,37,stable_mid
m_2066,58675,687190,7.95,105,40.59,12.28,0.302,24,31,39,48,63,76,91.52,3.65,43.1,33.27,7.68,0.62,0.0,19.2,78.7,2.1,1.62,2,-0.0064,6.8,64,stable_mid
m_2067,61761,677590,7.84,99,40.67,12.76,0.314,24,31,38,48,65,77,91.74,3.17,43.23,34.33,9.39,0.91,0.0,20.2,77.3,2.6,1.71,15,-0.0102,5.6,36,stable_mid
m_2068,59127,691070,8.0,105,34.5,13.04,0.378,17,25,32,42,59,74,90.17,4.32,43.92,33.45,7.89,0.52,0.0,41.0,57.5,1.4,1.84,4,-0.0034,8.7,45,stable_mid
m_2069,61466,688500,7.97,101,37.25,12.41,0.333,21,28,35,45,60,76,87.86,6.87,47.37,38.13,7.12,0.62,0.0,30.6,67.6,1.8,1.71,21,0.0148,5.6,63,stable_mid
m_2070,59885,685840,7.94,103,16.96,5.42,0.32,8,11,19,21,24,26,94.46,2.08,29.57,30.09,3.05,1.0,0.0,99.9,0.1,0.0,1.26,0,0.0063,5.9,72,stable_mid
m_2071,63128,685840,7.94,98,42.71,14.78,0.346,23,32,40,51,70,89,91.02,3.95,51.1,41.15,8.22,0.63,0.0,17.4,77.3,5.3,1.75,66,0.034,5.6,34,stable_mid
m_2072,60623,691190,8.0,103,45.19,11.31,0.25,29,37,44,53,66,76,91.79,3.32,38.72,30.36,8.19,0.86,0.0,5.3,92.2,2.5,1.5,0,0.0326,5.7,82,stable_mid
m_2073,60132,687910,7.96,103,39.07,13.39,0.343,21,29,37,47,64,79,88.94,5.44,48.93,40.33,8.83,0.62,0.0,26.2,70.9,2.9,1.73,41,-0.0421,5.8,81,stable_mid
m_2074,61364,688510,7.97,101,45.71,10.89,0.238,30,37,45,53,65,74,91.58,3.14,45.42,38.33,10.83,0.87,0.0,4.4,93.7,1.9,1.44,5,0.0186,5.7,72,stable_mid
m_2075,61079,685200,7.93,101,40.96,16.06,0.392,21,30,38,48,78,90,89.89,4.59,49.47,38.14,6.81,0.46,0.0,24.4,69.1,6.4,2.05,265,0.0641,5.6,57,stable_mid
m_2076,61392,688000,7.96,101,42.08,14.33,0.341,23,31,40,51,67,88,87.29,7.23,40.25,30.29,7.18,0.6,0.0,20.1,75.8,4.1,1.68,139,0.0367,5.6,64,stable_mid
m_2077,60404,691190,8.0,103,9.89,3.05,0.308,5,7,10,12,15,17,93.76,0.87,22.61,18.83,3.15,1.0,0.0,99.9,0.0,0.0,1.5,0,0.0094,5.9,72,stable_low
m_2078,58321,679800,7.87,105,35.32,12.76,0.361,18,26,33,43,59,72,90.65,3.95,43.41,33.19,6.4,0.56,0.0,37.6,61.0,1.4,1.79,3,-0.0011,5.8,72,stable_mid
m_2079,61823,689430,7.98,100,30.24,12.97,0.429,13,20,28,38,54,69,90.16,3.98,38.88,27.15,4.98,0.44,0.0,53.8,45.2,1.0,1.93,12,0.0087,6.7,46,stable_mid
m_2080,61416,691190,8.0,101,42.4,11.57,0.273,27,34,41,49,64,77,87.93,6.34,42.67,36.01,8.61,0.92,0.0,10.9,86.7,2.5,1.56,7,0.0325,5.8,55,stable_mid
m_2081,61830,691190,8.0,101,44.33,11.44,0.258,28,36,43,52,65,74,91.44,3.74,46.63,36.29,10.72,0.78,0.0,8.5,89.4,2.1,1.51,0,0.0418,5.5,63,stable_mid
m_2082,63226,691190,8.0,98,42.37,13.95,0.329,23,32,40,51,68,80,87.61,6.63,51.14,43.5,9.84,0.83,0.0,18.9,76.9,4.2,1.7,73,0.013,5.6,39,stable_mid
m_2083,61393,691190,8.0,101,29.76,14.13,0.475,12,19,27,37,55,79,90.52,3.91,33.77,22.35,4.55,0.38,0.0,57.0,41.1,1.8,2.04,256,-0.0275,5.7,63,stable_mid
m_2084,61323,690680,7.99,101,43.06,12.72,0.295,25,33,41,51,66,78,90.26,4.42,40.09,33.35,9.64,0.63,0.0,14.0,82.8,3.2,1.61,14,0.0043,5.4,45,stable_mid
m_2085,61753,687250,7.95,100,4.99,1.21,0.242,3,4,5,6,7,8,90.83,0.64,22.71,19.45,1.16,0.27,32.7,67.3,0.0,0.0,1.4,0,0.0041,5.8,36,idle_pure
m_2086,61239,691180,8.0,102,42.56,12.48,0.293,24,33,41,51,65,75,91.6,3.57,44.66,36.2,9.58,0.57,0.0,15.5,82.1,2.3,1.59,22,0.0144,5.8,45,stable_mid
m_2087,60335,691180,8.0,103,7.23,1.14,0.158,5,6,7,8,9,10,89.62,0.69,28.58,23.27,6.05,0.01,0.1,99.9,0.0,0.0,1.29,0,0.0021,5.5,54,stable_low
m_2088,63155,691190,8.0,98,43.9,13.57,0.309,26,34,42,52,68,87,88.14,5.87,45.24,36.65,8.45,0.85,0.0,13.2,82.5,4.4,1.62,23,0.0315,5.6,36,stable_mid
m_2089,61283,691190,8.0,101,38.98,12.45,0.319,21,30,37,47,61,73,91.15,3.64,39.84,32.46,8.56,0.65,0.0,24.5,74.0,1.5,1.65,8,-0.0053,5.7,45,stable_mid
m_2090,61649,691180,8.0,101,40.9,16.34,0.4,21,29,38,49,72,94,91.19,3.51,44.54,33.43,7.3,0.32,0.0,25.4,69.0,5.6,1.89,16,0.1092,5.6,58,stable_mid
m_2091,59718,691190,8.0,104,32.59,13.16,0.404,15,23,31,40,57,74,90.97,4.11,42.27,31.9,5.85,0.63,0.0,46.2,52.4,1.3,1.84,16,0.0172,5.4,63,stable_mid
m_2092,63203,691190,8.0,98,41.33,12.06,0.292,24,32,40,50,63,73,91.91,3.51,47.28,45.36,9.47,0.6,0.0,17.5,80.8,1.7,1.58,1,-0.0154,5.6,35,stable_mid
m_2093,61644,691190,8.0,101,48.04,10.51,0.219,32,40,47,55,66,76,90.91,3.74,44.45,37.17,12.11,0.35,0.0,1.9,95.5,2.6,1.4,13,-0.004,5.7,45,stable_mid
m_2094,59857,687910,7.96,103,39.09,13.29,0.34,22,29,37,47,64,80,91.3,3.71,44.24,34.27,7.75,0.69,0.0,26.2,71.4,2.4,1.73,46,0.014,5.5,81,stable_mid
m_2095,63353,691180,8.0,98,30.71,12.23,0.398,14,22,29,38,53,67,90.66,3.92,42.1,31.14,5.4,0.56,0.0,51.8,47.3,0.9,1.83,1,-0.0319,6.1,41,stable_mid
m_2096,62718,691190,8.0,99,41.12,13.52,0.329,24,31,39,48,65,90,91.96,3.33,43.27,36.28,8.99,0.7,0.0,19.1,77.4,3.4,1.67,1,0.0465,6.7,36,stable_mid
m_2097,60709,691190,8.0,102,45.08,12.05,0.267,27,36,44,53,66,77,90.07,4.5,42.86,37.98,8.46,0.83,0.0,8.8,88.3,2.9,1.5,4,-0.0181,5.7,63,stable_mid
m_2098,60883,686990,7.95,102,41.7,12.3,0.295,25,32,40,49,64,77,90.41,5.12,44.79,37.36,12.45,0.52,0.0,16.2,81.2,2.5,1.6,36,0.007,8.2,64,stable_mid
m_2099,61047,690120,7.99,102,43.45,13.04,0.3,25,33,42,52,67,77,88.7,4.6,46.03,39.16,9.57,0.74,0.0,15.2,81.5,3.2,1.6,60,-0.0462,6.5,57,stable_mid
m_2100,60357,691190,8.0,103,45.46,11.2,0.246,29,37,44,53,65,76,88.25,4.76,40.24,32.37,12.13,0.71,0.0,5.4,92.1,2.5,1.48,42,0.0115,6.4,72,stable_mid
m_2101,60140,691190,8.0,103,8.06,17.02,2.112,0,0,0,0,47,63,18.37,32.0,0.26,0.21,0.94,0.0,79.5,4.8,15.0,0.6,47.0,4,0.2114,5.6,81,bursty
m_2102,62519,691180,8.0,99,33.67,12.72,0.378,17,24,32,41,57,71,90.11,4.37,42.27,31.61,6.29,0.62,0.0,43.2,55.6,1.2,1.78,11,0.0167,5.6,54,stable_mid
m_2103,64219,688890,7.97,97,33.92,13.21,0.389,17,24,31,41,59,76,91.26,3.5,36.21,26.56,6.68,0.42,0.0,44.3,54.1,1.6,1.9,36,0.0183,6.1,18,stable_mid
m_2104,61957,691190,8.0,100,37.25,13.91,0.373,18,27,35,46,63,76,86.92,7.14,32.35,22.8,10.96,0.55,0.0,33.6,64.4,2.0,1.8,20,0.0268,5.5,48,stable_mid
m_2105,60561,683050,7.91,101,43.5,12.37,0.284,27,34,42,51,66,79,90.89,4.42,48.08,39.22,9.58,0.66,0.0,11.0,85.6,3.3,1.57,59,0.0303,6.5,42,stable_mid
m_2106,61581,683870,7.92,100,40.26,14.75,0.366,22,29,38,48,67,92,85.29,13.85,6.88,4.84,8.17,0.44,0.0,25.6,70.4,4.0,1.76,14,0.0781,5.6,48,stable_mid
m_2107,54597,605780,7.01,100,9.28,19.84,2.137,0,0,0,0,50,89,18.77,33.12,0.27,0.22,0.93,0.0,78.6,4.3,14.5,2.6,50.0,46,0.2873,5.6,27,bursty
m_2108,60693,684290,7.92,101,36.85,13.39,0.363,19,27,34,45,62,78,90.47,3.92,44.74,34.52,8.52,0.49,0.0,34.0,63.9,2.1,1.82,56,0.0247,6.1,64,stable_mid
m_2109,62483,691190,8.0,100,42.32,15.51,0.366,22,31,40,51,72,89,87.12,6.32,34.66,26.88,7.41,0.63,0.0,21.3,73.1,5.5,1.8,62,0.0716,5.5,33,stable_mid
m_2110,60399,691180,8.0,103,39.46,13.7,0.347,21,29,37,48,65,79,91.7,3.41,41.24,32.79,8.43,0.46,0.0,26.5,70.5,2.9,1.76,36,0.0201,5.6,71,stable_mid
m_2111,63270,691190,8.0,98,40.62,12.24,0.301,24,31,39,48,63,76,91.63,3.24,47.06,38.84,7.46,0.51,0.0,19.2,78.9,1.9,1.62,4,-0.0013,5.5,39,stable_mid
m_2112,62985,691190,8.0,99,4.88,0.98,0.2,4,4,5,5,7,8,88.49,0.5,22.8,18.49,1.11,0.02,36.6,63.4,0.0,0.0,1.4,0,0.0049,6.6,35,idle_pure
m_2113,62014,689410,7.98,100,46.06,13.41,0.291,27,36,44,55,71,82,90.4,4.57,43.69,35.49,8.61,0.66,0.0,8.7,85.0,6.3,1.61,129,0.0035,5.5,54,stable_mid
m_2114,62235,690120,7.99,100,43.17,12.85,0.298,25,33,42,52,66,79,91.29,3.35,42.42,33.21,7.92,0.87,0.0,14.3,82.5,3.2,1.57,45,0.0058,5.7,53,stable_mid
m_2115,62166,688870,7.97,100,53.09,10.47,0.197,37,45,53,61,70,77,90.77,3.82,49.82,41.81,48.32,0.75,0.0,0.4,94.1,5.4,1.32,10,-0.0072,7.9,50,stable_high
m_2116,61145,691190,8.0,102,34.7,13.05,0.376,17,25,33,43,58,73,90.3,3.94,41.58,32.03,5.89,0.49,0.0,38.9,59.7,1.4,1.76,12,0.0069,5.6,45,stable_mid
m_2117,60590,686700,7.95,102,32.77,12.74,0.389,16,23,30,40,56,73,88.84,5.02,43.33,32.39,11.27,0.49,0.0,47.2,51.5,1.3,1.87,24,-0.0135,5.4,68,stable_mid
m_2118,59532,691190,8.0,104,42.2,12.15,0.288,26,33,40,50,65,77,91.42,3.18,44.45,40.74,7.64,0.75,0.0,13.2,84.1,2.7,1.62,14,0.018,9.5,45,stable_mid
m_2119,61260,691190,8.0,102,45.87,10.61,0.231,30,38,45,53,65,73,89.07,4.8,46.49,42.11,9.9,0.85,0.0,3.8,94.2,1.9,1.44,1,0.0112,6.1,66,stable_mid
m_2120,60406,691190,8.0,103,46.18,14.76,0.32,28,36,43,54,75,91,91.23,3.66,45.66,35.62,7.63,0.44,0.0,8.1,84.8,7.0,1.74,18,0.0741,5.6,72,stable_mid
m_2121,62698,691190,8.0,99,43.2,13.08,0.303,25,33,41,51,67,80,91.25,3.54,52.64,43.88,8.47,0.77,0.0,14.4,81.6,4.0,1.63,75,0.019,5.7,36,stable_mid
m_2122,59610,681890,7.89,103,38.33,13.89,0.362,19,28,36,48,63,78,91.19,3.69,46.95,36.48,7.92,0.71,0.0,30.6,67.1,2.3,1.75,70,0.0469,5.7,63,stable_mid
m_2123,61836,691190,8.0,101,3.57,0.76,0.213,3,3,3,4,5,6,90.6,0.87,20.74,16.03,1.03,0.0,89.3,10.7,0.0,0.0,1.67,0,0.0037,5.5,56,idle_pure
m_2124,60915,691190,8.0,102,44.62,12.85,0.288,27,35,43,53,69,81,91.68,3.29,43.54,34.97,7.56,0.62,0.0,9.6,85.7,4.7,1.6,165,0.0228,5.6,72,stable_mid
m_2125,61022,685260,7.93,101,44.8,12.34,0.276,27,36,43,53,67,78,90.51,4.41,46.12,35.24,7.71,0.43,0.0,8.7,87.5,3.8,1.56,122,0.0051,5.6,59,stable_mid
m_2126,62616,691190,8.0,99,47.05,12.58,0.267,28,37,46,56,68,78,87.23,6.36,50.15,41.76,10.47,0.88,0.0,6.7,89.1,4.2,1.48,74,-0.0104,5.7,45,stable_mid
m_2127,59367,685180,7.93,104,40.68,11.34,0.279,25,32,39,48,61,73,91.33,3.62,40.14,32.54,7.67,0.8,0.0,15.8,82.8,1.4,1.56,1,0.0198,5.5,63,stable_mid
m_2128,62991,691190,8.0,99,41.25,13.27,0.322,23,31,39,49,64,85,90.15,4.75,40.78,33.41,9.73,0.73,0.0,18.7,78.0,3.3,1.64,55,0.0322,5.6,42,stable_mid
m_2129,58919,691190,8.0,106,48.48,11.16,0.23,31,40,48,57,66,75,90.43,3.96,51.45,45.6,8.81,0.92,0.0,3.7,93.8,2.5,1.38,0,0.0395,7.1,75,stable_mid
m_2130,60160,691180,8.0,103,28.87,14.8,0.513,12,19,26,35,53,92,90.95,3.62,36.33,25.41,4.95,0.89,0.0,61.0,36.4,2.6,2.04,14,0.0243,5.7,63,stable_mid
m_2131,61512,691190,8.0,101,30.19,12.24,0.405,15,21,28,37,53,68,89.98,4.76,38.99,29.04,5.02,0.7,0.0,55.6,43.5,0.9,1.89,5,0.013,5.5,63,stable_mid
m_2132,62178,687850,7.96,100,44.77,11.95,0.267,27,36,44,53,65,77,89.89,5.13,40.26,32.4,6.87,0.79,0.0,9.3,87.9,2.8,1.48,23,0.0132,6.7,41,stable_mid
m_2133,60866,691000,8.0,102,33.35,13.33,0.4,15,24,31,41,58,73,89.71,4.56,39.48,27.8,5.5,0.52,0.0,44.3,54.3,1.4,1.87,9,0.0309,6.1,45,stable_mid
m_2134,61139,690420,7.99,102,39.83,18.34,0.461,19,27,35,47,82,88,91.85,3.32,36.52,30.17,9.84,0.85,0.0,34.1,54.0,11.9,2.34,1242,0.0448,6.1,63,stable_mid
m_2135,62131,691190,8.0,100,45.63,11.04,0.242,30,37,44,53,66,75,91.54,3.26,42.43,35.06,7.02,0.53,0.0,4.4,93.2,2.4,1.5,48,-0.004,5.8,38,stable_mid
m_2136,63085,691190,8.0,99,40.81,13.18,0.323,23,31,39,49,65,79,89.66,4.7,46.42,36.06,8.44,0.54,0.0,21.0,76.0,3.0,1.67,50,0.0045,5.4,20,stable_mid
m_2137,60201,687910,7.96,103,37.09,13.79,0.372,18,27,35,45,62,81,90.46,4.11,49.71,41.12,8.27,0.52,0.0,32.8,64.8,2.4,1.77,259,0.0528,5.6,58,stable_mid
m_2138,61907,691190,8.0,100,39.46,12.69,0.322,21,30,38,47,62,78,92.12,3.14,40.77,32.3,8.31,0.91,0.0,22.2,75.3,2.5,1.63,106,0.0157,7.1,46,stable_mid
m_2139,62265,691190,8.0,100,33.62,12.45,0.37,17,24,32,41,57,71,90.03,4.14,41.59,29.92,5.86,0.51,0.0,42.9,55.9,1.2,1.78,4,0.0062,6.2,45,stable_mid
m_2140,62070,691190,8.0,100,44.95,14.15,0.315,26,34,43,53,71,88,88.76,5.54,48.3,40.96,10.1,0.58,0.0,12.1,81.9,6.0,1.65,21,0.031,5.6,47,stable_mid
m_2141,61155,691070,8.0,102,30.2,12.29,0.407,14,21,28,37,53,69,90.41,4.05,39.88,29.48,4.78,0.83,0.0,54.8,44.2,1.0,1.89,16,0.0056,6.8,45,stable_mid
m_2142,62988,688530,7.97,98,39.58,14.6,0.369,22,29,37,47,66,93,89.68,4.75,46.36,35.46,7.58,0.49,0.0,26.3,69.7,4.0,1.78,39,0.0458,5.6,36,stable_mid
m_2143,60147,691190,8.0,103,47.58,9.76,0.205,33,40,47,54,65,71,92.04,2.95,43.69,35.69,7.46,0.99,0.0,1.3,97.1,1.6,1.38,0,0.0081,6.8,56,stable_mid
m_2144,61829,681880,7.89,99,31.02,12.95,0.418,15,21,29,38,56,71,86.04,9.89,40.23,29.2,5.17,0.61,0.0,53.0,45.9,1.1,1.93,8,-0.0177,5.6,36,stable_mid
m_2145,62388,689110,7.98,99,42.42,12.98,0.306,24,32,41,51,66,78,88.85,4.93,50.2,42.44,7.59,0.53,0.0,16.5,80.4,3.0,1.61,37,0.0011,6.6,50,stable_mid
m_2146,62428,691190,8.0,100,41.19,13.26,0.322,24,31,39,49,67,80,91.34,3.68,41.78,32.33,8.61,0.56,0.0,19.2,77.2,3.6,1.72,64,-0.0013,5.6,27,stable_mid
m_2147,61686,691190,8.0,101,41.75,13.94,0.334,23,31,39,51,67,81,88.05,6.2,44.79,36.44,8.14,0.58,0.0,20.4,75.8,3.8,1.72,99,0.0111,7.4,48,stable_mid
m_2148,64291,691190,8.0,97,32.6,13.02,0.399,15,23,31,40,57,71,89.97,4.67,38.21,27.36,7.98,0.5,0.0,47.0,51.8,1.2,1.84,25,0.0157,5.6,27,stable_mid
m_2149,61528,691190,8.0,101,10.7,2.97,0.277,6,8,11,13,15,17,94.06,0.86,31.49,27.08,1.83,0.98,0.0,100.0,0.0,0.0,1.36,0,0.0029,5.8,62,stable_low
m_2150,62501,691190,8.0,100,35.61,13.41,0.377,17,26,34,43,60,76,90.2,4.63,39.79,29.76,7.71,0.41,0.0,36.6,61.6,1.8,1.76,48,0.0006,5.7,47,stable_mid
m_2151,62286,687910,7.96,99,38.22,12.93,0.338,20,28,37,46,61,76,90.22,4.89,45.28,36.08,7.23,0.44,0.0,28.5,69.6,1.9,1.65,56,0.0002,5.5,36,stable_mid
m_2152,61287,691190,8.0,101,37.82,15.87,0.42,20,27,34,45,68,93,90.87,3.57,35.73,25.41,6.37,0.48,0.0,34.3,60.9,4.8,2.0,3,0.0835,5.6,60,stable_mid
m_2153,61282,691180,8.0,102,35.07,13.49,0.385,16,25,33,43,60,74,91.79,3.44,40.16,30.19,7.48,0.42,0.0,38.7,59.8,1.6,1.82,62,-0.006,5.7,63,stable_mid
m_2154,61816,682690,7.9,99,39.3,12.62,0.321,22,30,37,46,63,77,91.15,3.76,42.59,32.23,7.55,0.51,0.0,23.2,74.1,2.7,1.7,202,0.0028,5.7,53,stable_mid
m_2155,63066,691070,8.0,99,4.9,3.13,0.639,2,3,4,6,8,9,52.16,0.8,6.65,6.88,0.61,0.14,52.1,47.7,0.2,0.0,2.0,1,0.0031,5.6,36,idle_pure
m_2156,59454,691190,8.0,105,39.73,12.13,0.305,23,31,38,47,62,76,91.52,3.4,39.65,30.21,8.98,1.06,0.0,21.2,76.9,1.9,1.63,61,0.0087,5.7,90,stable_mid
m_2157,61565,691190,8.0,101,42.29,14.67,0.347,23,31,40,51,70,87,89.84,4.71,45.1,38.2,9.72,0.8,0.0,20.4,74.5,5.1,1.75,239,0.0433,5.5,54,stable_mid
m_2158,59839,690680,7.99,104,3.83,1.04,0.271,2,3,4,4,6,7,85.11,1.05,11.24,7.48,1.06,0.18,77.9,22.1,0.0,0.0,1.5,0,0.0035,6.9,66,idle_pure
m_2159,60887,687910,7.96,102,39.57,11.88,0.3,23,31,38,47,61,75,91.82,3.14,48.71,39.3,6.76,0.46,0.0,20.9,77.5,1.6,1.61,65,0.0031,5.6,81,stable_mid
m_2160,60168,691190,8.0,103,37.04,12.14,0.328,20,28,36,44,59,72,91.62,3.19,47.0,35.77,6.54,0.41,0.0,30.5,68.3,1.3,1.64,0,-0.0237,6.2,72,stable_mid
m_2161,63187,691190,8.0,98,6.19,0.75,0.121,5,6,6,7,7,8,84.79,0.6,28.35,22.92,1.08,0.01,0.2,99.8,0.0,0.0,1.17,0,0.0038,5.5,36,stable_low
m_2162,63735,691190,8.0,98,40.08,11.13,0.278,25,32,39,47,60,72,91.06,3.66,40.33,34.16,7.28,0.93,0.0,17.6,81.1,1.2,1.54,5,0.0378,5.6,27,stable_mid
m_2163,60723,691190,8.0,102,43.31,12.03,0.278,27,34,42,51,65,77,91.29,3.84,52.96,43.57,7.74,0.57,0.0,11.0,86.4,2.6,1.55,6,0.0267,5.6,54,stable_mid
m_2164,61958,691190,8.0,100,40.12,13.15,0.328,22,30,38,48,64,78,91.57,3.59,43.43,36.34,11.34,0.46,0.0,23.1,74.2,2.6,1.68,34,0.0147,5.6,54,stable_mid
m_2165,64380,691190,8.0,97,42.11,12.29,0.292,25,33,41,50,64,76,90.75,3.77,51.15,41.48,8.15,0.38,0.0,15.1,82.5,2.4,1.56,96,0.0069,5.6,18,stable_mid
m_2166,59492,691060,8.0,105,39.39,12.73,0.323,22,30,37,47,63,79,92.4,2.84,41.32,34.42,7.96,0.67,0.0,22.8,74.4,2.8,1.7,75,-0.0035,7.5,98,stable_mid
m_2167,61167,691190,8.0,102,5.12,1.18,0.23,4,4,5,6,7,8,89.75,0.5,22.04,17.1,1.02,0.0,32.9,67.1,0.0,0.0,1.4,0,0.0033,10.1,18,stable_low
m_2168,61594,691190,8.0,101,35.9,11.38,0.317,21,27,34,43,57,70,91.42,3.37,48.06,38.33,6.73,0.6,0.0,32.8,66.1,1.1,1.68,2,0.0194,5.6,63,stable_mid
m_2169,63120,684610,7.92,98,37.26,12.79,0.343,21,28,35,45,60,79,91.82,3.35,46.43,34.87,6.69,0.39,0.0,31.6,66.3,2.1,1.71,67,0.0127,8.0,27,stable_mid
m_2170,62696,691180,8.0,99,45.81,12.53,0.274,29,37,44,53,70,82,89.86,4.55,43.08,35.78,9.09,0.42,0.0,5.3,89.5,5.2,1.59,0,0.0364,5.6,38,stable_mid
m_2171,61803,685230,7.93,100,41.09,14.6,0.355,22,30,39,49,67,90,91.41,3.55,44.39,33.27,7.67,0.57,0.0,23.0,72.7,4.3,1.72,33,0.0407,5.7,45,stable_mid
m_2172,61958,679810,7.87,99,37.19,13.86,0.373,19,27,35,46,63,79,87.87,5.91,40.51,30.75,8.51,0.42,0.0,33.8,63.8,2.4,1.8,94,-0.0129,5.6,20,stable_mid
m_2173,63949,691180,8.0,97,33.07,12.55,0.38,17,24,31,40,56,72,89.71,4.75,40.81,29.16,6.14,0.48,0.0,44.7,54.0,1.2,1.81,7,0.0077,5.6,28,stable_mid
m_2174,60835,679830,7.87,101,43.27,13.53,0.313,25,33,41,52,69,80,90.5,4.0,52.43,48.9,9.64,0.83,0.0,14.9,80.6,4.5,1.68,257,-0.0105,6.2,42,stable_mid
m_2175,59968,689930,7.99,104,8.42,17.64,2.095,0,0,0,0,49,65,18.52,32.15,0.27,0.23,0.96,0.0,79.5,3.6,16.2,0.7,49.0,0,0.2247,5.6,66,bursty
m_2176,62154,691190,8.0,100,46.94,11.33,0.241,30,38,46,55,67,75,91.39,3.7,44.37,36.05,9.28,0.42,0.0,4.0,93.1,2.9,1.46,17,0.0042,5.7,54,stable_mid
m_2177,61657,691190,8.0,101,37.49,16.48,0.44,18,26,34,45,70,93,91.01,4.23,48.34,37.58,6.92,0.46,0.0,36.1,58.8,5.0,2.06,58,0.0673,5.6,57,stable_mid
m_2178,61478,691190,8.0,101,15.87,4.1,0.258,9,13,16,19,23,26,95.06,1.5,33.15,31.77,3.65,0.99,0.0,99.9,0.1,0.0,1.44,0,-0.013,5.7,63,stable_mid
m_2179,61611,688870,7.97,101,45.34,11.07,0.244,30,37,44,53,65,76,91.53,3.38,44.46,34.55,7.97,0.58,0.0,4.4,93.2,2.4,1.48,0,0.0045,5.7,63,stable_mid
m_2180,58833,680580,7.88,104,38.4,12.85,0.335,21,29,36,46,62,76,89.3,5.08,47.8,39.23,8.55,0.68,0.0,27.5,70.4,2.1,1.72,20,-0.0207,5.6,81,stable_mid
m_2181,61251,691190,8.0,102,39.43,12.2,0.31,23,30,37,47,62,74,91.54,3.42,49.17,39.95,7.34,0.6,0.0,22.3,76.0,1.7,1.68,6,0.0113,5.6,51,stable_mid
m_2182,62369,687470,7.96,99,40.39,12.74,0.315,24,31,38,49,64,78,91.73,3.35,35.14,26.48,7.33,0.86,0.0,21.5,76.2,2.3,1.68,63,0.0168,5.4,45,stable_mid
m_2183,64155,691090,8.0,97,36.91,14.23,0.385,19,27,34,44,61,92,90.88,3.76,43.36,32.9,3.96,0.46,0.0,33.9,63.2,2.9,1.79,0,0.0399,5.6,36,stable_mid
m_2184,61618,691190,8.0,101,26.61,11.84,0.445,11,18,25,34,48,61,90.99,3.37,35.83,24.7,4.46,0.55,0.0,64.5,34.9,0.6,1.92,0,-0.0142,5.7,55,stable_mid
m_2185,62980,689120,7.98,98,44.53,11.46,0.257,28,36,43,52,65,78,91.61,3.21,45.23,37.16,9.91,0.83,0.0,7.2,90.3,2.5,1.51,33,0.0045,5.8,46,stable_mid
m_2186,60547,691180,8.0,103,47.82,10.63,0.222,32,39,48,55,66,73,88.48,4.76,43.65,35.18,9.72,0.89,0.0,2.4,95.5,2.1,1.38,0,0.0136,6.2,45,stable_mid
m_2187,62819,689080,7.98,99,41.57,12.2,0.294,24,32,40,50,63,74,91.8,3.25,51.14,40.9,6.18,0.66,0.0,17.3,80.7,2.0,1.58,3,-0.0087,5.4,39,stable_mid
m_2188,61213,689100,7.98,101,37.32,12.71,0.341,20,28,35,45,60,74,90.09,5.46,47.95,37.31,8.04,0.56,0.0,30.9,67.5,1.6,1.71,17,0.0279,6.6,54,stable_mid
m_2189,61383,691070,8.0,101,42.62,11.6,0.272,26,34,41,50,64,75,89.69,4.85,48.96,53.34,6.45,0.84,0.0,11.6,86.3,2.1,1.56,37,0.0123,5.5,54,stable_mid
m_2190,64175,691190,8.0,97,44.29,11.54,0.26,28,35,43,52,65,74,91.4,3.5,38.93,33.65,10.24,0.82,0.0,8.2,89.7,2.1,1.51,0,0.0094,5.6,24,stable_mid
m_2191,60923,691190,8.0,102,38.24,12.1,0.316,22,29,36,46,60,75,92.07,3.04,38.21,31.45,8.07,0.58,0.0,25.9,72.3,1.8,1.67,69,-0.0092,5.6,63,stable_mid
m_2192,61732,691030,8.0,101,37.21,13.08,0.351,20,27,35,45,62,77,89.13,4.67,43.87,34.06,7.84,0.48,0.0,32.5,65.4,2.1,1.77,112,-0.013,5.5,36,stable_mid
m_2193,60443,691190,8.0,103,19.52,14.18,0.726,5,7,16,29,46,59,86.19,6.63,18.7,12.64,2.79,0.6,4.1,71.6,24.0,0.4,2.88,3,-0.0171,6.7,62,erratic
m_2194,61444,688790,7.97,101,41.3,11.87,0.288,24,32,40,49,63,74,92.07,3.18,43.12,36.06,10.66,0.99,0.0,16.6,81.5,1.9,1.58,1,0.0051,5.6,72,stable_mid
